Allocation_ID,Project_ID,Employee_ID,Role_On_Project,Hours_Allocated,Hours_Worked,Tasks_Assigned,Tasks_Completed,Quality_Score,Performance_Rating
A00392,P0115,E0076,Business Analyst,73,79,14,11,93.1,4.7
A00393,P0115,E0141,IT Support Executive,138,128,40,30,99.6,5.0
A00394,P0115,E0129,Technical Support Engineer,190,174,27,23,96.0,5.0
A00395,P0115,E0126,Java Developer,82,86,12,11,80.4,4.0
A00396,P0116,E0060,QA Engineer,116,117,26,24,96.2,4.9
A00397,P0116,E0147,Business Analyst,156,177,41,32,88.9,4.6
A00398,P0117,E0082,Python Developer,151,183,16,15,90.5,4.4
A00399,P0117,E0015,Java Developer,127,126,39,32,91.9,4.8
A00400,P0117,E0018,Senior Data Analyst,131,118,20,19,93.5,4.9
A00401,P0117,E0077,Automation Tester,82,71,33,23,91.9,4.5
A00402,P0118,E0059,Business Analyst,98,86,22,15,80.9,3.9
A00403,P0118,E0046,IT Support Executive,73,84,21,16,82.1,4.4
A00404,P0119,E0089,Full Stack Developer,190,171,40,32,77.4,3.8
A00405,P0119,E0108,Software Tester,83,85,15,14,95.1,4.8
A00406,P0120,E0002,IT Support Executive,206,167,10,7,86.7,4.5
A00407,P0120,E0130,Full Stack Developer,136,137,24,21,92.7,4.4
A00408,P0120,E0134,Business Analyst,176,177,11,10,90.9,4.5
A00409,P0120,E0042,Technical Support Engineer,192,171,11,10,84.0,4.2
A00410,P0121,E0121,BI Analyst,207,232,9,6,79.7,4.0
A00411,P0121,E0017,Business Analyst,52,52,15,12,85.0,4.5
A00412,P0122,E0046,IT Support Executive,153,146,32,29,89.1,4.5
A00413,P0122,E0050,Technical Support Engineer,71,77,43,42,91.2,4.6
A00414,P0122,E0106,Project Manager,104,109,38,31,93.0,4.5
A00415,P0122,E0059,Business Analyst,219,176,17,15,95.3,4.7
A00416,P0122,E0088,Business Analyst,92,107,8,6,100.0,5.0
A00417,P0123,E0076,Business Analyst,147,115,14,11,93.8,4.6
A00418,P0123,E0067,Technical Support Engineer,209,230,41,30,86.4,4.3
A00419,P0123,E0009,Full Stack Developer,109,112,16,13,85.4,4.4
A00420,P0123,E0113,Full Stack Developer,147,159,14,13,87.5,4.4
A00421,P0124,E0099,IT Support Executive,112,111,15,14,87.7,4.5
A00422,P0124,E0097,Technical Support Engineer,67,60,39,36,90.2,4.6
A00423,P0125,E0030,Software Developer,195,216,20,15,93.0,4.6
A00424,P0125,E0066,Python Developer,107,114,41,34,86.3,4.4
A00425,P0125,E0132,Software Tester,91,95,30,26,87.1,4.5
A00426,P0126,E0088,Business Analyst,115,114,18,16,93.3,4.4
A00427,P0126,E0106,Project Manager,50,56,43,36,88.5,4.2
A00428,P0126,E0075,Software Developer,167,221,21,19,84.8,4.4
A00429,P0126,E0058,BI Analyst,216,248,38,32,88.8,4.3
A00430,P0126,E0013,Data Analyst,124,110,23,17,94.5,4.9
A00431,P0127,E0080,Technical Support Engineer,43,41,13,10,86.4,4.2
A00432,P0127,E0112,IT Support Executive,68,62,44,33,98.0,4.9
A00433,P0128,E0033,QA Engineer,78,71,13,9,94.7,4.6
A00434,P0128,E0143,Automation Tester,170,185,12,10,90.3,4.5
A00435,P0128,E0141,IT Support Executive,65,73,24,23,89.4,4.5
A00436,P0128,E0064,Java Developer,204,217,22,16,82.5,4.1
A00437,P0128,E0001,Software Developer,156,162,26,19,98.6,4.7
A00438,P0129,E0125,Java Developer,158,169,11,9,91.2,4.5
A00439,P0129,E0023,Full Stack Developer,65,71,19,16,83.3,4.1
A00440,P0129,E0066,Python Developer,50,49,26,25,93.0,4.7
A00441,P0129,E0112,IT Support Executive,132,110,28,20,92.7,4.9
A00442,P0130,E0116,BI Analyst,69,87,14,13,83.5,4.3
A00443,P0130,E0040,Senior Data Analyst,51,49,8,6,100.0,4.9
A00444,P0130,E0136,Business Analyst,75,66,18,13,84.3,4.2
A00445,P0130,E0106,Project Manager,124,112,30,28,84.9,4.3
A00446,P0130,E0020,Python Developer,152,157,25,24,96.4,4.7
A00447,P0131,E0019,Full Stack Developer,135,143,29,24,93.0,4.5
A00448,P0131,E0120,Automation Tester,86,88,15,13,91.9,4.7
A00449,P0132,E0042,Technical Support Engineer,142,117,37,35,96.7,4.9
A00450,P0132,E0147,Business Analyst,109,111,32,30,99.1,4.7
A00451,P0132,E0006,Technical Support Engineer,216,238,38,33,97.8,4.9
A00452,P0132,E0148,IT Support Executive,147,146,18,16,91.7,4.6
A00453,P0132,E0055,IT Support Executive,68,65,16,13,89.3,4.4
A00454,P0133,E0058,BI Analyst,80,67,14,10,88.0,4.4
A00455,P0133,E0001,Software Developer,146,153,45,44,91.6,4.4
A00456,P0134,E0050,Technical Support Engineer,185,181,36,31,91.3,4.6
A00457,P0134,E0147,Business Analyst,86,92,32,26,98.8,4.9
A00458,P0134,E0041,Technical Support Engineer,131,154,9,7,89.3,4.3
A00459,P0134,E0073,IT Support Executive,215,185,16,11,82.9,4.1
A00460,P0134,E0055,IT Support Executive,163,156,39,36,97.7,4.9
A00461,P0135,E0099,IT Support Executive,145,155,36,28,91.2,4.8
A00462,P0135,E0097,Technical Support Engineer,51,41,12,11,86.4,4.3
A00463,P0136,E0014,Java Developer,207,215,28,26,83.9,4.1
A00464,P0136,E0089,Full Stack Developer,43,40,41,35,87.9,4.6
A00465,P0136,E0073,IT Support Executive,187,205,44,40,84.0,4.0
A00466,P0136,E0064,Java Developer,97,84,29,22,98.0,4.7
A00467,P0137,E0102,QA Engineer,150,135,23,16,82.8,4.2
A00468,P0137,E0088,Business Analyst,163,173,30,22,83.4,4.0
A00469,P0138,E0119,Business Analyst,78,73,43,37,84.3,4.2
A00470,P0138,E0094,QA Engineer,196,210,11,9,76.1,3.8
A00471,P0138,E0066,Python Developer,42,40,18,13,95.3,4.9
A00472,P0138,E0081,Data Analyst,169,169,38,36,92.0,4.8
A00473,P0138,E0007,Data Analyst,166,170,18,16,95.4,5.0
A00474,P0139,E0027,QA Engineer,165,192,28,21,93.9,4.6
A00475,P0139,E0124,Python Developer,101,110,29,28,100.0,5.0
A00476,P0140,E0017,Business Analyst,52,52,40,29,86.0,4.4
A00477,P0140,E0006,Technical Support Engineer,97,99,43,40,91.6,4.8
A00478,P0140,E0148,IT Support Executive,204,179,32,25,85.8,4.1
A00479,P0140,E0134,Business Analyst,143,150,23,18,80.6,4.0
A00480,P0141,E0073,IT Support Executive,157,194,36,34,88.8,4.4
A00481,P0141,E0112,IT Support Executive,186,172,36,31,89.8,4.5
A00482,P0142,E0074,Project Manager,167,153,36,35,83.3,3.8
A00483,P0142,E0066,Python Developer,120,127,15,12,86.0,4.5
A00484,P0143,E0094,QA Engineer,207,251,9,7,95.2,4.5
A00485,P0143,E0098,Python Developer,66,70,33,27,85.4,4.4
A00486,P0143,E0140,Software Developer,145,138,10,8,96.4,4.8
A00487,P0143,E0027,QA Engineer,182,190,43,38,92.7,4.7
A00488,P0143,E0100,Automation Tester,40,43,13,10,81.6,4.2
A00489,P0144,E0026,Java Developer,170,132,43,42,96.9,4.8
A00490,P0144,E0127,Full Stack Developer,92,89,37,35,86.2,4.3
A00491,P0144,E0119,Business Analyst,127,116,31,29,97.5,4.9
A00492,P0144,E0029,BI Analyst,53,70,22,19,86.0,4.4
A00493,P0145,E0024,Data Analyst,124,132,43,32,90.8,4.2
A00494,P0145,E0077,Automation Tester,198,203,38,36,79.6,4.1
A00495,P0145,E0149,Software Tester,208,180,31,24,83.3,4.1
A00496,P0145,E0033,QA Engineer,155,171,15,12,86.7,4.4
A00497,P0145,E0048,Full Stack Developer,64,61,22,19,84.4,4.1
A00498,P0146,E0042,Technical Support Engineer,127,129,30,27,93.5,4.6
A00499,P0146,E0086,Automation Tester,202,223,26,19,89.0,4.4
A00500,P0147,E0036,QA Engineer,219,246,14,10,79.0,4.0
A00501,P0147,E0103,Full Stack Developer,51,39,18,14,81.1,4.1
A00502,P0147,E0143,Automation Tester,166,180,16,11,91.6,4.7
A00503,P0147,E0053,Software Tester,144,136,14,12,89.8,4.4
A00504,P0148,E0067,Technical Support Engineer,196,220,20,18,95.7,4.6
A00505,P0148,E0131,IT Support Executive,88,82,15,13,100.0,5.0
A00506,P0148,E0141,IT Support Executive,140,107,21,16,85.8,4.2
A00507,P0148,E0136,Business Analyst,157,141,20,14,88.2,4.4
A00508,P0149,E0053,Software Tester,67,65,34,25,84.6,4.5
A00509,P0149,E0103,Full Stack Developer,51,48,45,41,95.7,4.6
A00510,P0149,E0067,Technical Support Engineer,71,69,36,29,93.5,4.4
A00511,P0149,E0011,IT Support Executive,157,165,45,40,89.1,4.6
A00512,P0150,E0110,Automation Tester,167,189,8,6,91.1,4.5
A00513,P0150,E0134,Business Analyst,175,185,11,10,89.0,4.5
A00514,P0150,E0120,Automation Tester,181,226,35,25,92.4,4.3
A00515,P0151,E0031,Technical Support Engineer,170,168,19,14,85.2,4.2
A00516,P0151,E0083,IT Support Executive,217,231,45,41,87.2,4.4
A00517,P0151,E0131,IT Support Executive,84,87,16,13,85.6,4.4
A00518,P0151,E0011,IT Support Executive,66,60,32,31,88.1,4.4
A00519,P0151,E0067,Technical Support Engineer,208,161,28,23,89.4,4.5
A00520,P0152,E0147,Business Analyst,147,160,23,20,97.3,5.0
A00521,P0152,E0083,IT Support Executive,110,111,33,25,82.9,4.1
A00522,P0152,E0080,Technical Support Engineer,127,104,26,21,93.4,4.6
A00523,P0152,E0150,Technical Support Engineer,155,154,16,11,85.9,4.6
A00524,P0152,E0134,Business Analyst,75,78,34,24,94.6,4.6
A00525,P0153,E0001,Software Developer,219,224,43,42,83.8,4.2
A00526,P0153,E0075,Software Developer,120,124,43,35,88.4,4.2
A00527,P0153,E0009,Full Stack Developer,201,183,21,15,91.3,4.7
A00528,P0153,E0043,BI Analyst,91,94,21,15,93.6,4.6
A00529,P0154,E0041,Technical Support Engineer,215,206,30,24,81.8,4.0
A00530,P0154,E0129,Technical Support Engineer,212,218,16,15,96.5,4.9
A00531,P0154,E0083,IT Support Executive,206,232,19,16,98.9,4.6
A00532,P0154,E0131,IT Support Executive,168,169,42,37,95.5,4.6
A00533,P0155,E0089,Full Stack Developer,69,76,30,27,70.0,3.5
A00534,P0155,E0018,Senior Data Analyst,183,186,38,29,84.2,4.0
A00535,P0155,E0059,Business Analyst,189,182,44,41,88.9,4.4
A00536,P0155,E0092,Software Tester,210,217,34,31,81.4,4.0
A00537,P0156,E0114,Java Developer,148,143,8,6,94.2,4.6
A00538,P0156,E0090,Senior Data Analyst,173,163,14,12,89.9,4.6
A00539,P0156,E0049,Software Developer,46,33,32,31,84.9,4.1
A00540,P0156,E0119,Business Analyst,77,69,11,8,82.6,4.0
A00541,P0157,E0083,IT Support Executive,91,98,25,21,88.0,4.4
A00542,P0157,E0055,IT Support Executive,81,66,26,20,85.9,4.3
A00543,P0158,E0126,Java Developer,77,74,11,9,87.4,4.3
A00544,P0158,E0014,Java Developer,216,218,26,22,79.1,4.0
A00545,P0158,E0075,Software Developer,92,99,42,40,86.9,4.4
A00546,P0158,E0102,QA Engineer,48,48,30,21,77.5,4.0
A00547,P0159,E0049,Software Developer,66,51,43,40,98.2,4.7
A00548,P0159,E0077,Automation Tester,97,95,43,33,92.0,4.7
A00549,P0159,E0019,Full Stack Developer,139,152,23,17,92.1,4.5
A00550,P0159,E0106,Project Manager,170,153,26,21,97.3,4.5
A00551,P0159,E0110,Automation Tester,217,219,11,10,90.4,4.6
A00552,P0160,E0091,BI Analyst,139,134,34,27,89.1,4.5
A00553,P0160,E0136,Business Analyst,215,203,28,21,93.0,4.6
A00554,P0160,E0088,Business Analyst,181,142,11,9,90.1,4.6
A00555,P0160,E0065,Senior Data Analyst,43,46,24,23,90.7,4.6
A00556,P0160,E0059,Business Analyst,91,79,36,26,97.6,5.0
A00557,P0161,E0020,Python Developer,202,243,31,23,97.3,5.0
A00558,P0161,E0046,IT Support Executive,190,181,42,36,85.4,4.3
A00559,P0161,E0015,Java Developer,194,181,20,19,86.4,4.2
A00560,P0162,E0136,Business Analyst,115,127,36,27,81.8,4.1
A00561,P0162,E0088,Business Analyst,85,65,12,10,89.6,4.4
A00562,P0162,E0041,Technical Support Engineer,87,84,19,14,88.5,4.6
A00563,P0163,E0132,Software Tester,136,88,10,9,86.1,4.4
A00564,P0163,E0066,Python Developer,149,92,25,22,88.1,4.4
A00565,P0164,E0006,Technical Support Engineer,73,66,18,17,95.2,4.3
A00566,P0164,E0031,Technical Support Engineer,189,250,24,20,99.0,4.8
A00567,P0164,E0042,Technical Support Engineer,41,44,29,28,89.4,4.5
A00568,P0164,E0050,Technical Support Engineer,159,133,17,16,90.2,4.7
A00569,P0165,E0143,Automation Tester,79,75,28,24,92.5,4.7
A00570,P0165,E0091,BI Analyst,192,219,11,10,87.2,4.5
A00571,P0166,E0002,IT Support Executive,165,157,44,41,85.9,4.3
A00572,P0166,E0134,Business Analyst,180,174,30,25,98.8,5.0
A00573,P0166,E0076,Business Analyst,58,50,28,24,86.4,4.2
A00574,P0166,E0140,Software Developer,174,189,22,21,91.0,4.7
A00575,P0167,E0057,Data Analyst,173,154,12,9,90.6,4.7
A00576,P0167,E0058,BI Analyst,169,203,18,16,81.0,4.0
A00577,P0167,E0025,Senior Data Analyst,146,142,42,40,92.2,4.8
A00578,P0168,E0117,Java Developer,63,37,30,29,86.5,4.5
A00579,P0168,E0023,Full Stack Developer,96,92,21,20,88.4,4.5
A00580,P0168,E0111,Data Analyst,209,154,29,24,89.7,4.6
A00581,P0168,E0064,Java Developer,124,117,31,26,92.2,4.6
A00582,P0168,E0057,Data Analyst,115,114,21,19,85.7,4.3
A00583,P0169,E0084,Data Analyst,183,159,8,6,87.2,4.6
A00584,P0169,E0087,Data Analyst,69,78,30,24,90.6,4.4
A00585,P0169,E0040,Senior Data Analyst,154,155,23,17,86.4,4.3
A00586,P0169,E0069,BI Analyst,204,145,23,21,83.4,4.2
A00587,P0169,E0058,BI Analyst,50,42,28,20,91.4,4.8
A00588,P0170,E0056,BI Analyst,69,67,32,25,83.3,4.2
A00589,P0170,E0069,BI Analyst,105,100,42,33,93.4,4.5
A00590,P0170,E0093,Senior Data Analyst,112,88,9,7,94.3,4.8
A00591,P0170,E0106,Project Manager,172,163,31,25,94.9,4.6
A00592,P0170,E0074,Project Manager,171,189,40,39,88.3,4.4
A00593,P0171,E0113,Full Stack Developer,164,199,10,8,90.4,4.4
A00594,P0171,E0088,Business Analyst,115,119,20,15,78.5,3.8
A00595,P0171,E0029,BI Analyst,122,106,40,35,88.4,4.3
A00596,P0171,E0058,BI Analyst,61,63,14,13,88.9,4.5
A00597,P0171,E0048,Full Stack Developer,82,107,42,41,92.8,4.9
A00598,P0172,E0127,Full Stack Developer,200,229,12,11,95.0,4.5
A00599,P0172,E0092,Software Tester,93,110,21,15,93.5,4.7
A00600,P0173,E0141,IT Support Executive,66,65,21,19,94.5,4.6
A00601,P0173,E0005,Java Developer,177,143,35,32,94.6,4.7
A00602,P0173,E0082,Python Developer,205,215,12,11,99.8,5.0
A00603,P0173,E0059,Business Analyst,215,249,17,13,99.7,4.8
A00604,P0173,E0106,Project Manager,46,44,37,28,94.1,4.6
A00605,P0174,E0040,Senior Data Analyst,49,49,13,10,88.0,4.6
A00606,P0174,E0024,Data Analyst,58,46,11,8,96.3,4.7
A00607,P0174,E0091,BI Analyst,85,84,24,23,84.7,4.1
A00608,P0174,E0058,BI Analyst,182,192,12,8,79.8,4.1
A00609,P0175,E0074,Project Manager,106,105,34,30,90.6,4.2
A00610,P0175,E0029,BI Analyst,139,153,36,31,100.0,5.0
A00611,P0175,E0119,Business Analyst,201,202,33,26,85.5,4.2
A00612,P0176,E0147,Business Analyst,120,124,9,8,95.0,4.6
A00613,P0176,E0104,QA Engineer,139,132,15,12,100.0,4.6
A00614,P0176,E0132,Software Tester,176,239,8,7,94.2,4.6
A00615,P0176,E0074,Project Manager,204,181,12,11,100.0,5.0
A00616,P0176,E0102,QA Engineer,189,250,10,7,82.7,4.1
A00617,P0177,E0026,Java Developer,131,131,40,29,92.5,4.5
A00618,P0177,E0019,Full Stack Developer,67,72,26,19,99.8,4.7
A00619,P0178,E0144,Software Developer,195,177,13,10,88.5,4.8
A00620,P0178,E0042,Technical Support Engineer,112,119,36,32,79.2,4.0
A00621,P0178,E0062,IT Support Executive,137,129,33,24,91.5,4.4
A00622,P0178,E0048,Full Stack Developer,209,205,9,7,85.7,4.3
A00623,P0179,E0060,QA Engineer,80,74,42,32,98.3,5.0
A00624,P0179,E0005,Java Developer,96,86,16,15,96.4,4.7
A00625,P0179,E0042,Technical Support Engineer,140,160,42,33,85.0,4.3
A00626,P0179,E0086,Automation Tester,115,116,17,12,99.3,4.8
A00627,P0179,E0046,IT Support Executive,116,141,31,26,91.6,4.4
A00628,P0180,E0004,QA Engineer,181,211,43,41,87.5,4.3
A00629,P0180,E0001,Software Developer,76,91,15,11,84.0,4.1
A00630,P0181,E0080,Technical Support Engineer,41,43,44,33,97.7,4.7
A00631,P0181,E0002,IT Support Executive,192,180,33,26,80.8,4.3
A00632,P0182,E0032,BI Analyst,118,117,21,17,88.2,4.2
A00633,P0182,E0005,Java Developer,128,108,21,15,89.7,4.5
A00634,P0183,E0141,IT Support Executive,205,191,40,37,95.1,4.7
A00635,P0183,E0124,Python Developer,76,83,18,14,90.8,4.8
A00636,P0183,E0113,Full Stack Developer,87,97,22,16,99.0,4.9
A00637,P0183,E0059,Business Analyst,197,207,24,23,95.1,4.6
A00638,P0183,E0012,Python Developer,89,78,15,12,83.1,4.2
A00639,P0184,E0046,IT Support Executive,211,251,44,32,88.3,4.6
A00640,P0184,E0031,Technical Support Engineer,53,57,43,42,77.1,3.8
A00641,P0184,E0067,Technical Support Engineer,158,175,43,39,100.0,5.0
A00642,P0185,E0140,Software Developer,114,90,12,11,81.4,4.0
A00643,P0185,E0018,Senior Data Analyst,104,103,14,10,83.9,4.4
A00644,P0186,E0089,Full Stack Developer,188,189,39,30,95.4,4.7
A00645,P0186,E0066,Python Developer,124,133,30,23,90.5,4.3
A00646,P0186,E0126,Java Developer,72,64,23,19,87.2,4.4
A00647,P0187,E0119,Business Analyst,112,125,12,9,85.3,4.4
A00648,P0187,E0129,Technical Support Engineer,89,91,28,24,89.5,4.4
A00649,P0188,E0089,Full Stack Developer,155,170,29,26,86.0,4.1
A00650,P0188,E0033,QA Engineer,197,186,27,20,92.9,4.6
A00651,P0188,E0039,Full Stack Developer,217,246,45,38,94.5,4.5
A00652,P0188,E0147,Business Analyst,79,74,44,42,100.0,4.8
A00653,P0188,E0036,QA Engineer,185,186,31,27,94.4,4.7
A00654,P0189,E0144,Software Developer,149,126,18,14,87.8,4.3
A00655,P0189,E0126,Java Developer,41,29,28,24,86.9,4.4
A00656,P0189,E0147,Business Analyst,103,89,22,19,87.0,4.5
A00657,P0189,E0076,Business Analyst,204,232,35,31,91.3,4.5
A00658,P0190,E0118,Software Tester,132,123,16,14,84.5,4.1
A00659,P0190,E0086,Automation Tester,213,245,29,26,91.7,4.7
A00660,P0190,E0082,Python Developer,162,145,37,36,98.9,4.8
A00661,P0190,E0041,Technical Support Engineer,154,141,30,24,95.5,4.8
A00662,P0191,E0025,Senior Data Analyst,164,139,43,40,89.1,4.3
A00663,P0191,E0024,Data Analyst,67,52,19,17,97.7,4.7
A00664,P0191,E0103,Full Stack Developer,205,209,13,10,91.6,4.4
A00665,P0191,E0090,Senior Data Analyst,111,97,16,13,74.0,3.7
A00666,P0192,E0140,Software Developer,107,90,12,9,83.1,4.2
A00667,P0192,E0023,Full Stack Developer,59,63,9,7,85.8,4.3
A00668,P0192,E0111,Data Analyst,169,197,9,7,91.6,4.7
A00669,P0193,E0018,Senior Data Analyst,191,163,21,18,87.0,4.2
A00670,P0193,E0058,BI Analyst,49,48,43,41,85.7,4.4
A00671,P0193,E0059,Business Analyst,106,112,42,41,80.7,3.9
A00672,P0193,E0040,Senior Data Analyst,178,152,38,35,91.3,4.4
A00673,P0193,E0069,BI Analyst,207,228,17,15,94.3,4.7
A00674,P0194,E0015,Java Developer,140,110,22,16,87.0,4.7
A00675,P0194,E0114,Java Developer,190,206,26,22,91.1,4.4
A00676,P0194,E0053,Software Tester,74,78,37,31,84.1,4.3
A00677,P0194,E0130,Full Stack Developer,168,178,40,36,93.2,4.9
A00678,P0195,E0083,IT Support Executive,141,161,31,26,88.3,4.4
A00679,P0195,E0053,Software Tester,168,173,8,7,90.9,4.5
A00680,P0196,E0119,Business Analyst,197,169,18,14,90.8,4.7
A00681,P0196,E0081,Data Analyst,171,175,16,12,90.9,4.4
A00682,P0196,E0025,Senior Data Analyst,154,161,18,14,83.0,4.1
A00683,P0197,E0098,Python Developer,184,153,44,40,87.2,4.6
A00684,P0197,E0123,Data Analyst,208,177,17,15,92.4,4.6
A00685,P0197,E0019,Full Stack Developer,163,173,30,27,83.3,3.9
A00686,P0198,E0088,Business Analyst,96,82,39,37,85.5,4.6
A00687,P0198,E0074,Project Manager,99,99,12,10,81.9,4.3
A00688,P0199,E0068,Technical Support Engineer,134,146,22,16,90.6,4.3
A00689,P0199,E0050,Technical Support Engineer,50,54,21,20,86.2,4.5
A00690,P0199,E0011,IT Support Executive,172,144,31,25,100.0,5.0
A00691,P0199,E0062,IT Support Executive,139,144,38,35,100.0,4.9
A00692,P0200,E0150,Technical Support Engineer,51,49,10,9,89.6,4.5
A00693,P0200,E0148,IT Support Executive,206,211,28,23,89.3,4.3
A00694,P0200,E0046,IT Support Executive,66,66,41,37,83.4,3.9
A00695,P0200,E0112,IT Support Executive,202,210,25,20,96.9,5.0
A00696,P0200,E0045,IT Support Executive,107,91,45,33,89.5,4.4
A00697,P0201,E0050,Technical Support Engineer,136,149,32,27,83.2,4.3
A00698,P0201,E0011,IT Support Executive,133,113,45,39,100.0,5.0
A00699,P0201,E0073,IT Support Executive,207,182,12,11,84.7,4.1
A00700,P0202,E0014,Java Developer,136,109,22,16,84.5,3.9
A00701,P0202,E0001,Software Developer,172,155,33,24,93.9,4.6
A00702,P0202,E0050,Technical Support Engineer,130,146,30,26,84.0,4.0
A00703,P0202,E0149,Software Tester,164,155,38,31,79.5,4.1
A00704,P0203,E0132,Software Tester,168,158,16,12,86.6,4.5
A00705,P0203,E0104,QA Engineer,152,134,18,13,79.5,4.0
A00706,P0204,E0117,Java Developer,59,68,40,29,90.4,4.7
A00707,P0204,E0048,Full Stack Developer,204,191,25,22,94.7,4.7
A00708,P0204,E0008,Data Analyst,94,82,17,16,70.0,3.5
A00709,P0205,E0023,Full Stack Developer,80,84,31,22,91.5,4.4
A00710,P0205,E0049,Software Developer,194,187,15,14,91.0,4.6
A00711,P0205,E0053,Software Tester,209,217,22,18,85.0,4.4
A00712,P0206,E0136,Business Analyst,124,139,15,12,98.6,4.9
A00713,P0206,E0001,Software Developer,163,181,38,32,90.7,4.3
A00714,P0206,E0125,Java Developer,162,150,21,18,93.8,4.8
A00715,P0206,E0050,Technical Support Engineer,191,172,18,15,97.9,5.0
A00716,P0206,E0014,Java Developer,205,151,34,30,95.5,4.7
A00717,P0207,E0134,Business Analyst,102,112,10,8,90.9,4.4
A00718,P0207,E0103,Full Stack Developer,72,90,44,32,97.2,5.0
A00719,P0208,E0042,Technical Support Engineer,74,76,40,38,87.4,4.1
A00720,P0208,E0150,Technical Support Engineer,50,43,44,36,84.6,4.5
A00721,P0208,E0131,IT Support Executive,77,64,11,10,84.2,4.1
A00722,P0209,E0129,Technical Support Engineer,106,112,19,17,95.1,4.7
A00723,P0209,E0105,IT Support Executive,172,159,33,32,87.5,4.5
A00724,P0209,E0046,IT Support Executive,193,188,44,36,82.8,4.1
A00725,P0210,E0088,Business Analyst,209,204,26,24,83.7,4.0
A00726,P0210,E0075,Software Developer,61,60,21,18,85.4,4.2
A00727,P0211,E0097,Technical Support Engineer,195,176,38,28,100.0,5.0
A00728,P0211,E0039,Full Stack Developer,163,164,18,13,95.2,4.6
A00729,P0211,E0150,Technical Support Engineer,96,97,34,26,90.1,4.4
A00730,P0211,E0053,Software Tester,193,191,17,16,84.9,4.2
A00731,P0211,E0102,QA Engineer,189,193,19,14,94.2,4.8
A00732,P0212,E0136,Business Analyst,82,87,29,22,82.1,4.4
A00733,P0212,E0023,Full Stack Developer,156,166,45,42,95.8,5.0
A00734,P0212,E0123,Data Analyst,57,57,22,19,93.0,4.7
A00735,P0212,E0065,Senior Data Analyst,136,150,32,29,86.2,4.1
A00736,P0213,E0088,Business Analyst,67,71,9,7,89.6,4.7
A00737,P0213,E0007,Data Analyst,91,80,41,38,98.8,5.0
A00738,P0213,E0059,Business Analyst,169,161,34,26,76.2,3.6
A00739,P0214,E0140,Software Developer,195,211,14,13,84.7,4.2
A00740,P0214,E0143,Automation Tester,85,103,38,35,98.1,5.0
A00741,P0214,E0126,Java Developer,197,214,10,9,87.3,4.2
A00742,P0215,E0149,Software Tester,63,70,38,31,95.1,4.7
A00743,P0215,E0026,Java Developer,208,194,16,12,72.0,3.4
A00744,P0216,E0110,Automation Tester,213,194,35,27,93.3,4.9
A00745,P0216,E0014,Java Developer,173,192,34,26,95.1,5.0
A00746,P0217,E0120,Automation Tester,51,54,41,34,97.9,4.8
A00747,P0217,E0066,Python Developer,149,162,22,20,87.3,4.6
A00748,P0217,E0110,Automation Tester,163,162,32,28,91.0,4.7
A00749,P0217,E0033,QA Engineer,129,141,45,33,94.5,4.8
A00750,P0218,E0027,QA Engineer,148,150,16,11,82.8,4.2
A00751,P0218,E0144,Software Developer,105,80,38,37,86.2,4.3
A00752,P0219,E0019,Full Stack Developer,61,54,26,19,89.8,4.5
A00753,P0219,E0009,Full Stack Developer,193,211,42,33,94.5,4.5
A00754,P0219,E0020,Python Developer,144,121,24,17,77.5,3.8
A00755,P0220,E0120,Automation Tester,41,35,8,6,91.4,4.5
A00756,P0220,E0017,Business Analyst,187,224,41,39,96.3,4.9
A00757,P0220,E0019,Full Stack Developer,70,75,41,40,90.2,4.5
A00758,P0221,E0134,Business Analyst,136,158,21,18,85.4,4.3
A00759,P0221,E0053,Software Tester,216,210,28,26,85.5,4.2
A00760,P0222,E0026,Java Developer,132,132,14,12,83.5,4.6
A00761,P0222,E0009,Full Stack Developer,79,84,35,25,96.1,5.0
A00762,P0222,E0106,Project Manager,206,210,45,39,84.1,4.1
A00763,P0222,E0020,Python Developer,104,107,24,21,90.3,4.2
A00764,P0222,E0098,Python Developer,177,192,35,26,95.9,4.9
A00765,P0223,E0115,Data Analyst,196,197,25,20,82.0,3.9
A00766,P0223,E0116,BI Analyst,214,184,33,29,85.4,4.2
A00767,P0223,E0088,Business Analyst,92,98,34,26,93.0,4.8
A00768,P0223,E0087,Data Analyst,181,183,43,38,83.1,4.5
A00769,P0224,E0006,Technical Support Engineer,85,79,31,25,94.7,4.9
A00770,P0224,E0106,Project Manager,183,190,43,37,91.9,4.6
A00771,P0224,E0150,Technical Support Engineer,163,192,24,23,87.2,4.3
A00772,P0224,E0074,Project Manager,118,147,44,34,83.5,4.4
A00773,P0224,E0050,Technical Support Engineer,128,131,33,26,79.1,4.1
A00774,P0225,E0019,Full Stack Developer,208,190,15,11,100.0,4.9
A00775,P0225,E0076,Business Analyst,98,106,36,27,98.2,4.7
A00776,P0225,E0048,Full Stack Developer,219,201,18,13,86.6,3.9
A00777,P0226,E0099,IT Support Executive,94,82,40,31,73.9,3.7
A00778,P0226,E0001,Software Developer,142,157,29,24,86.3,4.2
A00779,P0227,E0004,QA Engineer,81,86,32,28,89.9,4.4
A00780,P0227,E0149,Software Tester,202,207,8,6,88.5,4.4
A00781,P0228,E0009,Full Stack Developer,77,77,38,29,88.8,4.3
A00782,P0228,E0129,Technical Support Engineer,193,153,35,32,97.5,5.0
