Ticket_ID,Client_ID,Assigned_Employee_ID,Issue_Type,Priority,Created_Date,Resolved_Date,Ticket_Status,Resolution_Hours,Customer_Rating,SLA_Status
T00250,C0132,E0097,Feature Request,High,2025-01-11 21:00,2025-01-12 04:48,Resolved,7.8,4,Met
T00251,C0035,E0002,Login Issue,Medium,2025-03-11 00:00,Null,Escalated,Null,Null,Pending
T00252,C0095,E0131,Software Installation,Medium,2025-04-11 16:00,Null,In Progress,Null,Null,Pending
T00253,C0009,E0006,Application Error,Low,2026-04-02 11:00,2026-04-04 13:48,Closed,50.8,4,Breached
T00254,C0141,E0099,Network Issue,High,2025-10-18 08:00,Null,Open,Null,Null,Pending
T00255,C0130,E0112,Network Issue,Medium,2025-02-04 00:00,2025-02-04 04:06,Resolved,4.1,3,Met
T00256,C0146,E0042,Access/Permission,High,2025-04-05 01:00,2025-04-05 12:12,Closed,11.2,3,Breached
T00257,C0155,E0099,Access/Permission,Medium,2025-08-11 19:00,2025-08-13 03:18,Closed,32.3,4,Breached
T00258,C0070,E0097,Application Error,High,2025-05-03 02:00,2025-05-03 07:24,Closed,5.4,4,Met
T00259,C0105,E0073,Access/Permission,Low,2025-05-14 12:00,2025-05-15 21:42,Resolved,33.7,3,Breached
T00260,C0111,E0129,Access/Permission,High,2025-07-09 03:00,2025-07-09 20:12,Closed,17.2,5,Breached
T00261,C0089,E0105,Database Issue,Medium,2025-09-17 09:00,Null,Open,Null,Null,Pending
T00262,C0067,E0050,Data Issue,Low,2025-03-19 20:00,2025-03-21 06:12,Resolved,34.2,5,Breached
T00263,C0066,E0112,Data Issue,High,2025-10-11 13:00,2025-10-11 21:54,Resolved,8.9,4,Breached
T00264,C0161,E0042,Security Issue,High,2025-09-21 05:00,2025-09-21 11:36,Closed,6.6,5,Met
T00265,C0052,E0042,Application Error,High,2025-10-11 01:00,Null,Open,Null,Null,Pending
T00266,C0159,E0129,Software Installation,High,2026-02-02 10:00,Null,In Progress,Null,Null,Pending
T00267,C0171,E0041,Login Issue,Medium,2025-09-22 08:00,2025-09-22 14:48,Closed,6.8,4,Met
T00268,C0131,E0006,Database Issue,Critical,2026-03-28 02:00,2026-03-28 11:42,Closed,9.7,3,Breached
T00269,C0098,E0041,Data Issue,High,2025-07-25 19:00,2025-07-26 01:54,Resolved,6.9,3,Met
T00270,C0014,E0062,Software Installation,Medium,2025-07-02 20:00,2025-07-03 11:42,Resolved,15.7,3,Breached
T00271,C0131,E0045,Data Issue,Low,2025-04-22 04:00,2025-04-23 14:06,Resolved,34.1,4,Breached
T00272,C0067,E0131,Feature Request,Medium,2026-03-18 06:00,2026-03-18 13:48,Resolved,7.8,4,Met
T00273,C0073,E0042,Access/Permission,High,2025-04-19 14:00,2025-04-20 07:36,Resolved,17.6,4,Breached
T00274,C0037,E0105,Performance Issue,Medium,2025-04-16 01:00,2025-04-17 13:12,Closed,36.2,4,Breached
T00275,C0051,E0031,Application Error,Low,2025-03-14 18:00,Null,Open,Null,Null,Pending
T00276,C0156,E0148,Performance Issue,Low,2026-04-02 00:00,Null,In Progress,Null,Null,Pending
T00277,C0032,E0050,Data Issue,High,2025-06-02 20:00,2025-06-03 10:42,Resolved,14.7,Null,Breached
T00278,C0116,E0062,Login Issue,Low,2025-02-08 21:00,2025-02-10 16:12,Resolved,43.2,5,Breached
T00279,C0126,E0055,Software Installation,Medium,2025-09-30 04:00,2025-10-01 13:06,Resolved,33.1,3,Breached
T00280,C0055,E0141,Security Issue,Medium,2026-02-05 18:00,2026-02-06 11:36,Closed,17.6,4,Breached
T00281,C0128,E0046,Login Issue,High,2026-06-12 22:00,2026-06-13 06:00,Resolved,8,4,Met
T00282,C0039,E0042,Data Issue,Medium,2026-05-05 13:00,Null,In Progress,Null,Null,Pending
T00283,C0110,E0006,Software Installation,High,2025-03-13 17:00,2025-03-14 06:24,Resolved,13.4,4,Breached
T00284,C0040,E0080,Network Issue,High,2025-01-04 12:00,2025-01-04 19:00,Resolved,7,4,Met
T00285,C0032,E0105,Data Issue,Low,2025-05-05 18:00,Null,In Progress,Null,Null,Pending
T00286,C0047,E0080,Feature Request,High,2026-01-03 10:00,2026-01-03 13:42,Resolved,3.7,5,Met
T00287,C0112,E0148,Performance Issue,High,2026-02-15 01:00,2026-02-15 07:54,Closed,6.9,4,Met
T00288,C0081,E0055,Application Error,Low,2026-01-10 17:00,2026-01-11 15:06,Closed,22.1,4,Met
T00289,C0145,E0067,Security Issue,High,2025-03-24 14:00,Null,Escalated,Null,Null,Pending
T00290,C0156,E0105,Performance Issue,Medium,2025-07-27 05:00,2025-07-28 15:48,Resolved,34.8,5,Breached
T00291,C0137,E0112,Feature Request,Medium,2025-02-10 12:00,Null,Escalated,Null,Null,Pending
T00292,C0080,E0105,Network Issue,High,2025-11-03 22:00,2025-11-04 09:12,Resolved,11.2,4,Breached
T00293,C0152,E0042,Software Installation,Low,2025-04-20 20:00,2025-04-23 05:48,Resolved,57.8,4,Breached
T00294,C0081,E0002,Security Issue,High,2026-05-14 02:00,2026-05-14 18:24,Resolved,16.4,5,Breached
T00295,C0093,E0055,Data Issue,Low,2025-07-14 04:00,2025-07-14 20:36,Resolved,16.6,3,Met
T00296,C0062,E0046,Login Issue,High,2025-07-17 00:00,2025-07-17 04:54,Closed,4.9,5,Met
T00297,C0053,E0045,Access/Permission,Medium,2025-09-02 15:00,2025-09-02 23:00,Resolved,8,4,Met
T00298,C0028,E0080,Software Installation,Medium,2025-03-06 17:00,2025-03-07 01:30,Closed,8.5,4,Met
T00299,C0132,E0011,Performance Issue,Medium,2026-05-27 17:00,Null,In Progress,Null,Null,Pending
T00300,C0070,E0006,Data Issue,Medium,2025-01-17 01:00,Null,Open,Null,Null,Pending
T00301,C0027,E0150,Security Issue,Medium,2025-02-27 10:00,Null,In Progress,Null,Null,Pending
T00302,C0003,E0068,Login Issue,Low,2026-02-20 03:00,2026-02-21 12:00,Resolved,33,3,Breached
T00303,C0053,E0080,Network Issue,Medium,2026-06-20 14:00,2026-06-20 17:54,Resolved,3.9,4,Met
T00304,C0090,E0041,Feature Request,High,2025-06-02 23:00,Null,Open,Null,Null,Pending
T00305,C0028,E0122,Access/Permission,Low,2025-08-27 02:00,Null,Open,Null,Null,Pending
T00306,C0002,E0041,Login Issue,Low,2025-05-25 15:00,Null,Open,Null,Null,Pending
T00307,C0073,E0099,Login Issue,Medium,2026-04-28 19:00,2026-04-29 05:00,Resolved,10,3,Met
T00308,C0163,E0112,Login Issue,Medium,2025-09-06 22:00,2025-09-08 11:06,Resolved,37.1,4,Breached
T00309,C0103,E0041,Database Issue,High,2025-01-15 05:00,2025-01-15 11:48,Resolved,6.8,4,Met
T00310,C0164,E0050,Login Issue,Medium,2025-11-11 03:00,2025-11-11 19:06,Resolved,16.1,4,Breached
T00311,C0001,E0041,Data Issue,High,2025-06-24 18:00,Null,Escalated,Null,Null,Pending
T00312,C0172,E0062,Application Error,Medium,2025-04-19 03:00,Null,Open,Null,Null,Pending
T00313,C0118,E0122,Data Issue,Low,2025-08-14 02:00,2025-08-16 01:06,Resolved,47.1,4,Breached
T00314,C0178,E0031,Network Issue,High,2026-03-13 10:00,2026-03-13 14:42,Resolved,4.7,4,Met
T00315,C0026,E0150,Software Installation,High,2025-11-29 03:00,2025-11-29 09:48,Resolved,6.8,3,Met
T00316,C0092,E0042,Access/Permission,Medium,2026-07-13 04:00,2026-07-13 18:24,Closed,14.4,4,Breached
T00317,C0153,E0055,Security Issue,Medium,2025-08-07 01:00,Null,Escalated,Null,Null,Pending
T00318,C0030,E0041,Access/Permission,High,2025-06-27 10:00,Null,Open,Null,Null,Pending
T00319,C0006,E0068,Application Error,Medium,2025-05-04 08:00,2025-05-04 15:42,Closed,7.7,4,Met
T00320,C0020,E0055,Database Issue,Medium,2026-03-02 05:00,2026-03-02 22:06,Closed,17.1,4,Breached
T00321,C0109,E0050,Security Issue,High,2026-07-21 05:00,2026-07-21 08:42,Resolved,3.7,3,Met
T00322,C0067,E0011,Data Issue,Medium,2025-09-07 18:00,2025-09-08 00:54,Closed,6.9,4,Met
T00323,C0168,E0083,Login Issue,High,2025-05-17 03:00,2025-05-17 08:12,Resolved,5.2,4,Met
T00324,C0066,E0122,Access/Permission,Medium,2026-01-21 05:00,2026-01-21 23:18,Closed,18.3,4,Breached
T00325,C0042,E0031,Login Issue,High,2026-05-14 02:00,2026-05-14 08:48,Resolved,6.8,5,Met
T00326,C0135,E0112,Login Issue,High,2025-01-08 05:00,2025-01-08 07:00,Closed,2,5,Met
T00327,C0175,E0097,Application Error,High,2025-10-18 13:00,2025-10-18 19:12,Resolved,6.2,3,Met
T00328,C0080,E0031,Data Issue,Medium,2025-05-10 06:00,2025-05-10 18:30,Closed,12.5,3,Breached
T00329,C0133,E0097,Database Issue,Critical,2025-10-05 16:00,2025-10-05 20:48,Resolved,4.8,5,Breached
T00330,C0128,E0150,Data Issue,Medium,2026-02-26 07:00,Null,In Progress,Null,Null,Pending
T00331,C0081,E0041,Database Issue,Medium,2025-02-08 19:00,Null,Open,Null,Null,Pending
T00332,C0093,E0050,Database Issue,Low,2026-05-27 19:00,Null,Escalated,Null,Null,Pending
T00333,C0078,E0068,Application Error,High,2025-11-05 11:00,Null,Open,Null,Null,Pending
T00334,C0171,E0150,Software Installation,Medium,2025-01-05 17:00,2025-01-06 11:12,Resolved,18.2,3,Breached
T00335,C0020,E0141,Network Issue,Medium,2025-07-16 03:00,2025-07-16 13:24,Resolved,10.4,5,Met
T00336,C0119,E0083,Feature Request,High,2025-04-08 19:00,2025-04-09 03:36,Closed,8.6,4,Breached
T00337,C0048,E0045,Security Issue,Medium,2026-07-07 16:00,2026-07-07 23:42,Closed,7.7,4,Met
T00338,C0157,E0042,Network Issue,Medium,2026-04-21 20:00,Null,Escalated,Null,Null,Pending
T00339,C0089,E0041,Network Issue,Medium,2025-10-11 01:00,Null,Escalated,Null,Null,Pending
T00340,C0048,E0099,Network Issue,High,2025-04-26 04:00,2025-04-26 11:18,Closed,7.3,3,Met
T00341,C0080,E0042,Data Issue,Low,2026-05-25 05:00,2026-05-26 15:06,Resolved,34.1,4,Breached
T00342,C0108,E0055,Database Issue,Low,2025-02-14 01:00,2025-02-14 13:24,Closed,12.4,4,Met
T00343,C0029,E0067,Security Issue,High,2025-10-19 06:00,Null,Open,Null,Null,Pending
T00344,C0153,E0105,Software Installation,High,2025-09-15 10:00,2025-09-15 22:54,Resolved,12.9,4,Breached
T00345,C0158,E0002,Access/Permission,Medium,2026-04-10 01:00,Null,Escalated,Null,Null,Pending
T00346,C0162,E0041,Application Error,Medium,2025-02-23 17:00,2025-02-24 01:18,Resolved,8.3,4,Met
T00347,C0118,E0083,Database Issue,Medium,2025-06-11 00:00,2025-06-11 12:00,Closed,12,4,Met
T00348,C0075,E0099,Data Issue,High,2026-06-12 03:00,2026-06-12 12:36,Resolved,9.6,4,Breached
T00349,C0017,E0046,Application Error,Medium,2025-08-29 23:00,Null,Open,Null,Null,Pending
T00350,C0121,E0067,Data Issue,High,2026-08-17 10:00,Null,In Progress,Null,Null,Pending
T00351,C0057,E0112,Software Installation,Low,2025-07-23 23:00,Null,In Progress,Null,Null,Pending
T00352,C0116,E0041,Security Issue,High,2025-08-24 03:00,2025-08-24 11:24,Closed,8.4,4,Breached
T00353,C0113,E0083,Security Issue,High,2025-08-22 03:00,2025-08-22 14:18,Closed,11.3,5,Breached
T00354,C0036,E0122,Network Issue,Medium,2026-02-27 06:00,2026-02-27 13:18,Resolved,7.3,4,Met
T00355,C0090,E0050,Software Installation,Medium,2025-08-14 02:00,2025-08-14 09:42,Closed,7.7,Null,Met
T00356,C0007,E0080,Data Issue,Medium,2026-08-23 15:00,2026-08-23 20:48,Resolved,5.8,4,Met
T00357,C0118,E0062,Login Issue,Medium,2026-03-23 04:00,Null,Escalated,Null,Null,Pending
T00358,C0007,E0002,Network Issue,Low,2026-04-11 05:00,2026-04-12 00:12,Closed,19.2,4,Met
T00359,C0163,E0131,Software Installation,High,2026-01-18 04:00,2026-01-18 09:42,Resolved,5.7,4,Met
T00360,C0055,E0083,Data Issue,Medium,2025-07-18 20:00,2025-07-19 13:48,Closed,17.8,4,Breached
T00361,C0060,E0068,Security Issue,Medium,2025-10-04 06:00,2025-10-05 05:48,Resolved,23.8,5,Breached
T00362,C0157,E0002,Security Issue,Medium,2025-05-11 01:00,2025-05-12 03:18,Closed,26.3,4,Breached
T00363,C0159,E0105,Access/Permission,High,2025-03-03 08:00,2025-03-03 16:42,Resolved,8.7,4,Breached
T00364,C0025,E0055,Database Issue,High,2025-04-24 14:00,2025-04-24 23:54,Resolved,9.9,4,Breached
T00365,C0107,E0042,Data Issue,Medium,2026-03-05 05:00,2026-03-05 12:48,Resolved,7.8,4,Met
T00366,C0153,E0129,Security Issue,High,2025-08-14 09:00,2025-08-15 20:48,Resolved,35.8,5,Breached
T00367,C0096,E0068,Access/Permission,Medium,2025-06-10 20:00,2025-06-11 07:54,Resolved,11.9,5,Met
T00368,C0066,E0041,Access/Permission,Critical,2025-06-24 18:00,Null,Escalated,Null,Null,Pending
T00369,C0133,E0046,Feature Request,Medium,2025-08-24 02:00,Null,In Progress,Null,Null,Pending
T00370,C0108,E0050,Software Installation,Medium,2026-06-19 15:00,Null,In Progress,Null,Null,Pending
T00371,C0013,E0031,Network Issue,Medium,2026-04-30 14:00,2026-04-30 22:30,Resolved,8.5,4,Met
T00372,C0135,E0148,Performance Issue,Low,2025-01-15 23:00,Null,In Progress,Null,Null,Pending
T00373,C0044,E0046,Software Installation,Medium,2025-09-10 07:00,2025-09-10 17:42,Resolved,10.7,4,Met
T00374,C0014,E0068,Security Issue,Medium,2026-03-21 18:00,Null,Open,Null,Null,Pending
T00375,C0021,E0042,Network Issue,Medium,2025-06-02 18:00,Null,Escalated,Null,Null,Pending
T00376,C0114,E0055,Login Issue,Medium,2026-03-04 01:00,Null,Open,Null,Null,Pending
T00377,C0021,E0148,Login Issue,Medium,2026-04-27 23:00,2026-04-28 09:12,Resolved,10.2,5,Met
T00378,C0007,E0067,Feature Request,Low,2025-02-04 13:00,Null,Open,Null,Null,Pending
T00379,C0132,E0080,Feature Request,Low,2026-02-08 15:00,Null,Open,Null,Null,Pending
T00380,C0002,E0050,Application Error,Medium,2026-04-09 15:00,Null,Escalated,Null,Null,Pending
T00381,C0136,E0055,Network Issue,Medium,2025-03-27 17:00,2025-03-28 23:48,Closed,30.8,3,Breached
T00382,C0081,E0055,Login Issue,Medium,2026-02-21 06:00,2026-02-21 14:00,Resolved,8,4,Met
T00383,C0062,E0062,Database Issue,Medium,2026-01-03 09:00,2026-01-03 12:24,Closed,3.4,5,Met
T00384,C0043,E0141,Network Issue,High,2025-04-03 00:00,2025-04-03 10:54,Resolved,10.9,3,Breached
T00385,C0145,E0068,Data Issue,High,2025-11-09 05:00,2025-11-09 09:24,Resolved,4.4,5,Met
T00386,C0172,E0006,Data Issue,Low,2026-08-08 23:00,Null,In Progress,Null,Null,Pending
T00387,C0064,E0045,Access/Permission,Low,2025-01-25 14:00,2025-01-26 06:12,Closed,16.2,4,Met
T00388,C0002,E0122,Data Issue,Low,2025-05-22 22:00,2025-05-24 15:48,Resolved,41.8,5,Breached
T00389,C0113,E0050,Software Installation,Medium,2025-07-09 11:00,Null,Open,Null,Null,Pending
T00390,C0006,E0062,Data Issue,High,2025-01-02 20:00,2025-01-03 00:06,Closed,4.1,4,Met
T00391,C0068,E0097,Application Error,Critical,2026-01-30 22:00,2026-01-31 03:54,Resolved,5.9,4,Breached
T00392,C0145,E0002,Security Issue,Medium,2026-06-28 01:00,2026-06-28 08:48,Resolved,7.8,4,Met
T00393,C0083,E0080,Performance Issue,Medium,2026-03-13 08:00,2026-03-13 17:36,Resolved,9.6,3,Met
T00394,C0132,E0073,Access/Permission,Medium,2026-07-10 18:00,Null,Open,Null,Null,Pending
T00395,C0070,E0045,Network Issue,Medium,2025-03-24 19:00,2025-03-25 07:00,Closed,12,3,Met
T00396,C0079,E0105,Security Issue,High,2025-02-26 16:00,2025-02-26 19:30,Closed,3.5,4,Met
T00397,C0147,E0148,Security Issue,High,2025-02-22 03:00,2025-02-22 12:18,Resolved,9.3,5,Breached
T00398,C0158,E0073,Software Installation,Low,2026-01-10 14:00,2026-01-12 00:36,Resolved,34.6,3,Breached
T00399,C0082,E0150,Access/Permission,Medium,2025-02-11 11:00,2025-02-12 00:06,Resolved,13.1,5,Breached
T00400,C0176,E0062,Security Issue,High,2025-06-29 20:00,2025-06-30 08:42,Closed,12.7,4,Breached
T00401,C0057,E0148,Feature Request,Medium,2025-03-10 17:00,Null,In Progress,Null,Null,Pending
T00402,C0120,E0062,Network Issue,Critical,2025-05-22 10:00,Null,Escalated,Null,Null,Pending
T00403,C0061,E0080,Network Issue,Medium,2026-07-07 03:00,2026-07-07 14:00,Resolved,11,5,Met
T00404,C0063,E0129,Data Issue,Medium,2026-08-18 22:00,2026-08-19 04:42,Resolved,6.7,4,Met
T00405,C0138,E0006,Network Issue,Medium,2025-08-19 10:00,2025-08-20 00:18,Closed,14.3,4,Breached
T00406,C0111,E0002,Security Issue,Medium,2025-10-01 16:00,2025-10-02 07:06,Closed,15.1,4,Breached
T00407,C0162,E0042,Software Installation,Medium,2025-10-11 01:00,Null,Open,Null,Null,Pending
T00408,C0058,E0122,Application Error,Medium,2026-01-17 11:00,2026-01-17 20:42,Resolved,9.7,4,Met
T00409,C0152,E0055,Data Issue,High,2026-05-13 16:00,Null,Open,Null,Null,Pending
T00410,C0056,E0067,Feature Request,Medium,2025-05-06 15:00,2025-05-07 04:18,Resolved,13.3,4,Breached
T00411,C0091,E0068,Feature Request,Medium,2026-06-30 09:00,2026-06-30 15:12,Closed,6.2,5,Met
T00412,C0059,E0050,Data Issue,High,2026-01-12 21:00,2026-01-13 10:00,Resolved,13,4,Breached
T00413,C0176,E0068,Application Error,Medium,2025-07-12 14:00,2025-07-12 21:18,Resolved,7.3,4,Met
T00414,C0101,E0002,Application Error,Low,2025-03-24 12:00,2025-03-25 00:24,Resolved,12.4,4,Met
T00415,C0032,E0105,Database Issue,Low,2025-10-23 02:00,Null,Escalated,Null,Null,Pending
T00416,C0148,E0148,Application Error,High,2025-06-18 08:00,Null,Escalated,Null,Null,Pending
T00417,C0144,E0055,Application Error,Critical,2025-06-01 15:00,2025-06-01 18:12,Closed,3.2,3,Met
T00418,C0148,E0083,Database Issue,High,2025-07-29 16:00,Null,In Progress,Null,Null,Pending
T00419,C0146,E0031,Login Issue,High,2025-10-28 13:00,2025-10-28 18:54,Closed,5.9,2,Met
T00420,C0106,E0002,Feature Request,Medium,2025-05-16 15:00,Null,Escalated,Null,Null,Pending
T00421,C0135,E0042,Security Issue,Medium,2026-03-07 14:00,2026-03-07 20:18,Closed,6.3,5,Met
T00422,C0090,E0129,Login Issue,High,2025-10-26 06:00,2025-10-26 10:54,Closed,4.9,4,Met
T00423,C0055,E0122,Application Error,Medium,2025-01-23 07:00,2025-01-23 22:00,Resolved,15,3,Breached
T00424,C0060,E0062,Feature Request,Medium,2025-12-10 13:00,2025-12-10 22:36,Closed,9.6,5,Met
T00425,C0116,E0122,Access/Permission,Medium,2025-12-18 20:00,2025-12-19 06:24,Resolved,10.4,5,Met
T00426,C0013,E0073,Security Issue,Critical,2026-05-13 18:00,2026-05-13 22:24,Closed,4.4,4,Breached
T00427,C0035,E0122,Feature Request,Medium,2026-07-16 14:00,2026-07-17 08:18,Resolved,18.3,4,Breached
T00428,C0007,E0055,Data Issue,Medium,2025-11-08 18:00,2025-11-09 02:24,Resolved,8.4,4,Met
T00429,C0158,E0002,Database Issue,Medium,2025-11-10 05:00,2025-11-10 13:18,Resolved,8.3,Null,Met
T00430,C0149,E0045,Performance Issue,Critical,2025-08-21 15:00,2025-08-21 17:30,Closed,2.5,5,Met
T00431,C0026,E0097,Security Issue,Medium,2025-10-23 01:00,2025-10-23 10:24,Resolved,9.4,3,Met
T00432,C0090,E0068,Database Issue,Medium,2025-12-28 09:00,2025-12-28 16:12,Resolved,7.2,Null,Met
T00433,C0046,E0112,Data Issue,Low,2025-06-20 19:00,Null,In Progress,Null,Null,Pending
T00434,C0031,E0122,Database Issue,Medium,2026-07-03 09:00,2026-07-04 04:06,Closed,19.1,4,Breached
T00435,C0001,E0050,Database Issue,Medium,2025-06-29 22:00,Null,In Progress,Null,Null,Pending
T00436,C0120,E0131,Database Issue,Low,2025-06-15 07:00,2025-06-16 01:48,Resolved,18.8,3,Met
T00437,C0054,E0045,Application Error,Medium,2025-02-12 10:00,2025-02-13 08:42,Resolved,22.7,4,Breached
T00438,C0052,E0041,Access/Permission,Medium,2025-05-10 14:00,2025-05-11 00:36,Closed,10.6,4,Met
T00439,C0091,E0041,Performance Issue,Medium,2026-01-14 05:00,2026-01-14 14:00,Closed,9,3,Met
T00440,C0126,E0097,Network Issue,Medium,2026-07-30 22:00,2026-07-31 21:42,Closed,23.7,4,Breached
T00441,C0039,E0148,Login Issue,Medium,2025-11-21 11:00,2025-11-21 22:12,Resolved,11.2,4,Met
T00442,C0096,E0050,Database Issue,Medium,2026-01-17 14:00,2026-01-18 17:54,Resolved,27.9,5,Breached
T00443,C0040,E0073,Feature Request,Medium,2025-06-16 17:00,2025-06-17 00:00,Closed,7,3,Met
T00444,C0051,E0045,Performance Issue,Low,2025-05-05 00:00,2025-05-05 18:42,Resolved,18.7,5,Met
T00445,C0162,E0080,Software Installation,Low,2026-05-27 04:00,Null,In Progress,Null,Null,Pending
T00446,C0057,E0083,Data Issue,Low,2025-11-24 04:00,2025-11-24 16:54,Closed,12.9,5,Met
T00447,C0073,E0097,Login Issue,Medium,2026-07-14 16:00,2026-07-15 16:30,Closed,24.5,5,Breached
T00448,C0140,E0122,Security Issue,Medium,2025-10-30 15:00,2025-10-30 20:36,Closed,5.6,5,Met
T00449,C0094,E0062,Performance Issue,Medium,2026-08-11 21:00,Null,In Progress,Null,Null,Pending
T00450,C0167,E0080,Database Issue,High,2026-08-02 23:00,2026-08-03 14:00,Resolved,15,3,Breached
T00451,C0144,E0042,Data Issue,Low,2025-12-13 22:00,2025-12-14 03:00,Resolved,5,3,Met
T00452,C0099,E0002,Application Error,High,2026-05-06 01:00,2026-05-06 05:54,Resolved,4.9,4,Met
T00453,C0157,E0002,Database Issue,Medium,2026-07-19 03:00,2026-07-19 04:42,Resolved,1.7,4,Met
T00454,C0106,E0046,Performance Issue,Low,2025-01-26 12:00,Null,Open,Null,Null,Pending
T00455,C0041,E0011,Access/Permission,Medium,2025-08-14 14:00,2025-08-15 03:30,Resolved,13.5,4,Breached
T00456,C0152,E0122,Security Issue,Medium,2025-04-05 10:00,2025-04-05 13:42,Resolved,3.7,3,Met
T00457,C0166,E0055,Login Issue,Low,2025-07-19 18:00,Null,Open,Null,Null,Pending
T00458,C0046,E0002,Feature Request,Critical,2025-08-16 08:00,2025-08-16 11:24,Resolved,3.4,4,Met
T00459,C0156,E0148,Network Issue,Low,2025-01-24 02:00,Null,Open,Null,Null,Pending
T00460,C0098,E0006,Feature Request,High,2026-04-02 21:00,2026-04-03 05:00,Resolved,8,3,Met
T00461,C0152,E0050,Application Error,Medium,2026-06-09 12:00,2026-06-10 01:18,Closed,13.3,3,Breached
T00462,C0074,E0006,Network Issue,Low,2026-05-18 10:00,Null,In Progress,Null,Null,Pending
T00463,C0178,E0067,Access/Permission,Medium,2026-06-08 01:00,Null,Escalated,Null,Null,Pending
T00464,C0024,E0055,Security Issue,Medium,2026-02-12 04:00,2026-02-12 13:06,Resolved,9.1,4,Met
T00465,C0004,E0073,Software Installation,Medium,2026-01-14 12:00,2026-01-15 05:00,Closed,17,5,Breached
T00466,C0001,E0148,Security Issue,High,2025-01-13 09:00,2025-01-13 12:12,Resolved,3.2,5,Met
T00467,C0068,E0080,Security Issue,Low,2025-12-26 09:00,2025-12-26 20:36,Resolved,11.6,3,Met
T00468,C0173,E0002,Data Issue,High,2026-07-29 02:00,2026-07-29 16:36,Resolved,14.6,4,Breached
T00469,C0034,E0042,Network Issue,High,2026-03-31 23:00,Null,Open,Null,Null,Pending
T00470,C0139,E0050,Software Installation,Critical,2026-03-30 09:00,2026-03-30 14:24,Resolved,5.4,5,Breached
T00471,C0160,E0067,Database Issue,Critical,2026-03-11 23:00,Null,Open,Null,Null,Pending
T00472,C0027,E0067,Software Installation,Low,2025-05-23 18:00,Null,In Progress,Null,Null,Pending
T00473,C0055,E0042,Access/Permission,Critical,2025-03-30 04:00,Null,In Progress,Null,Null,Pending
T00474,C0070,E0099,Network Issue,High,2025-11-07 15:00,2025-11-07 19:48,Resolved,4.8,5,Met
T00475,C0112,E0080,Feature Request,High,2025-12-10 02:00,2025-12-10 07:06,Resolved,5.1,3,Met
T00476,C0017,E0050,Access/Permission,Medium,2026-01-20 02:00,2026-01-20 21:42,Resolved,19.7,4,Breached
T00477,C0142,E0112,Login Issue,High,2026-02-24 20:00,2026-02-25 10:24,Closed,14.4,4,Breached
T00478,C0148,E0046,Performance Issue,Medium,2026-03-01 05:00,2026-03-01 13:06,Resolved,8.1,4,Met
T00479,C0090,E0068,Feature Request,High,2026-04-19 22:00,2026-04-20 08:36,Resolved,10.6,4,Breached
T00480,C0166,E0141,Access/Permission,Medium,2025-05-21 06:00,2025-05-21 18:18,Resolved,12.3,4,Breached
T00481,C0119,E0148,Database Issue,Medium,2026-01-26 09:00,2026-01-27 01:18,Resolved,16.3,5,Breached
T00482,C0121,E0046,Feature Request,High,2026-05-18 01:00,2026-05-18 07:48,Closed,6.8,3,Met
T00483,C0114,E0122,Performance Issue,Critical,2026-08-23 09:00,Null,Open,Null,Null,Pending
T00484,C0164,E0031,Data Issue,Medium,2026-07-27 23:00,2026-07-28 07:24,Closed,8.4,5,Met
T00485,C0043,E0099,Data Issue,Medium,2025-08-18 00:00,2025-08-18 13:30,Resolved,13.5,4,Breached
T00486,C0005,E0055,Login Issue,High,2025-06-07 08:00,2025-06-07 10:24,Resolved,2.4,4,Met
T00487,C0143,E0041,Performance Issue,High,2026-04-29 03:00,2026-04-29 14:30,Resolved,11.5,4,Breached
T00488,C0127,E0083,Performance Issue,Medium,2026-03-04 05:00,2026-03-04 14:00,Resolved,9,3,Met
T00489,C0144,E0041,Data Issue,High,2025-09-08 00:00,2025-09-08 04:42,Resolved,4.7,5,Met
T00490,C0082,E0031,Application Error,Medium,2025-10-11 15:00,Null,Open,Null,Null,Pending
T00491,C0177,E0112,Application Error,Medium,2026-01-06 18:00,2026-01-07 07:54,Closed,13.9,5,Breached
T00492,C0020,E0122,Data Issue,Low,2026-08-03 13:00,Null,In Progress,Null,Null,Pending
T00493,C0180,E0055,Performance Issue,Medium,2026-05-03 22:00,2026-05-04 07:00,Closed,9,Null,Met
T00494,C0149,E0073,Application Error,Medium,2026-01-18 16:00,Null,In Progress,Null,Null,Pending
T00495,C0096,E0083,Access/Permission,Medium,2025-01-18 08:00,2025-01-18 18:18,Closed,10.3,3,Met
T00496,C0173,E0073,Database Issue,Critical,2026-08-19 01:00,Null,Escalated,Null,Null,Pending
T00497,C0002,E0150,Database Issue,Critical,2025-11-24 14:00,2025-11-24 19:30,Closed,5.5,5,Breached
T00498,C0052,E0002,Database Issue,Medium,2026-01-01 05:00,2026-01-01 18:36,Resolved,13.6,4,Breached
T00499,C0145,E0141,Login Issue,Critical,2025-10-07 11:00,2025-10-07 12:12,Closed,1.2,3,Met
T00500,C0020,E0050,Software Installation,Low,2025-12-31 01:00,2026-01-01 02:18,Closed,25.3,4,Breached
T00501,C0156,E0112,Performance Issue,High,2025-10-26 16:00,Null,In Progress,Null,Null,Pending
T00502,C0099,E0099,Application Error,Medium,2026-06-11 06:00,2026-06-11 12:24,Closed,6.4,5,Met
